product_id,tn
20170,74.2124
20174,94.7671
20175,37.2221
20176,35.9665
20177,36.8380
20179,36.8020
20180,34.9706
20181,38.4707
20182,36.5237
20183,26.0512
20184,32.9509
20187,33.7817
20188,31.7043
20189,29.9117
20192,45.9839
20193,31.9925
20196,34.5594
20197,35.9887
20198,34.9474
20200,34.6461
20201,32.2224
20202,37.3660
20203,44.3619
20205,34.9472
20206,33.3678
20207,20.3617
20208,32.7758
20209,29.7822
20210,49.7821
20211,29.8994
20212,23.3534
20213,59.6572
20215,28.3268
20216,17.0769
20218,29.9111
20219,27.4441
20220,28.1101
20222,21.9046
20224,27.7344
20225,22.0744
20226,22.7303
20227,30.5882
20228,11.7882
20230,18.4278
20231,22.4624
20232,28.1274
20233,29.1868
20234,14.8705
20235,30.3066
20236,91.9181
20237,45.5964
20238,22.0683
20239,17.6081
20240,23.4704
20241,23.2399
20242,15.0767
20244,21.2995
20246,23.3893
20249,18.8773
20251,18.7483
20252,20.1463
20253,21.2417
20254,22.6571
20255,17.6476
20256,16.7166
20257,45.5907
20259,19.4672
20261,68.6685
20262,26.8398
20263,20.3475
20264,16.2188
20265,12.9657
20266,31.7101
20267,20.1663
20268,20.9583
20269,17.8136
20270,20.6692
20271,21.0936
20272,18.1995
20273,19.1445
20275,19.9243
20276,19.5557
20277,19.9641
20278,21.7702
20280,16.7930
20281,18.4715
20282,18.4461
20283,14.9045
20284,17.6068
20285,16.0103
20286,47.1677
20288,17.1509
20289,15.4061
20290,17.3937
20291,16.3805
20292,15.4054
20295,15.8416
20296,19.5004
20297,20.8888
20298,15.9819
20299,17.1497
20300,18.0291
20301,15.0007
20302,12.2963
20303,16.6300
20304,14.7742
20305,10.1799
20306,20.7872
20307,16.4603
20309,17.5657
20310,16.9528
20311,18.0409
20313,22.7807
20314,17.1606
20315,15.2752
20316,22.4667
20317,15.8219
20319,16.8142
20320,16.0661
20321,18.0372
20322,10.7101
20323,21.3318
20324,13.8673
20325,11.2836
20326,14.8385
20327,14.5943
20328,13.0419
20329,14.3964
20330,15.6733
20332,14.2790
20334,15.8621
20335,14.0560
20336,14.7471
20337,14.7720
20338,14.3112
20340,18.2829
20341,12.5339
20342,15.2614
20343,13.2583
20344,18.5620
20346,13.0402
20348,17.4880
20349,13.3131
20350,9.4468
20351,19.3799
20352,14.8838
20353,13.5119
20354,14.5913
20355,28.7652
20356,14.9434
20357,13.7264
20358,11.0509
20359,12.7828
20361,16.2023
20362,8.8333
20364,27.0991
20365,13.3696
20366,13.7496
20367,12.5506
20368,17.0575
20372,10.0712
20375,10.1769
20377,12.2964
20378,15.2343
20379,10.8845
20380,12.3494
20381,12.8219
20382,11.1900
20383,10.5166
20384,11.0229
20385,11.4001
20386,11.9100
20387,15.8737
20388,10.1135
20389,27.7152
20390,12.5512
20395,18.2939
20396,8.6088
20398,6.7968
20400,10.6536
20401,10.9060
20402,12.0360
20403,14.0387
20404,9.6003
20406,12.0218
20407,9.6850
20408,17.1657
20409,6.2063
20410,10.5380
20411,10.7498
20414,26.4450
20415,7.7394
20416,5.1737
20417,10.1132
20418,5.1661
20419,9.9517
20421,10.3235
20422,4.8096
20424,8.2881
20426,6.7281
20428,5.5906
20429,5.5789
20432,9.1906
20433,10.6008
20434,10.7901
20438,11.1772
20440,17.5798
20442,33.4252
20443,8.6301
20447,8.9777
20449,4.2104
20450,9.9370
20453,11.1333
20456,7.9198
20458,20.9581
20459,14.6670
20460,13.2936
20463,8.4823
20464,6.4260
20465,8.0996
20466,8.6245
20469,9.1171
20470,7.8474
20473,7.6519
20474,7.6798
20476,22.6158
20477,13.0986
20478,6.5619
20479,11.2536
20480,6.9093
20481,9.1302
20482,7.4372
20483,7.8077
20484,4.6668
20488,10.5842
20490,3.5430
20491,16.0466
20495,16.2660
20496,7.8909
20497,6.1210
20500,8.0393
20502,8.0840
20503,9.6185
20505,6.5186
20508,5.8520
20509,2.8825
20510,14.9029
20513,8.7764
20514,6.1693
20517,5.3584
20520,6.6544
20521,15.0203
20522,11.7153
20523,15.5844
20524,6.7934
20525,15.2502
20526,15.2652
20527,14.2586
20530,6.6002
20531,14.6071
20532,5.6357
20536,6.2405
20537,13.5476
20538,6.6327
20539,5.9609
20540,10.8319
20541,10.7710
20542,7.1404
20544,6.9321
20547,11.9640
20548,20.4084
20549,6.3347
20551,6.1317
20552,4.8226
20553,12.2168
20555,6.8927
20558,12.9065
20559,16.1490
20560,5.2659
20561,3.1010
20563,4.5083
20565,6.1805
20567,7.0587
20568,3.8914
20569,9.8958
20570,5.7990
20571,9.4927
20572,4.3934
20574,3.1807
20575,13.3480
20576,7.7653
20577,12.4065
20578,4.0988
20579,4.6758
20580,12.9102
20583,5.0979
20585,5.0149
20586,3.4955
20588,3.5572
20589,5.8419
20592,16.6209
20593,13.0068
20596,4.4027
20597,2.3387
20599,4.9611
20600,4.7745
20601,2.9204
20602,3.9762
20603,11.9378
20604,6.7806
20605,5.1539
20606,4.2569
20609,4.1230
20611,9.1514
20612,4.3761
20614,3.5638
20615,12.8112
20617,3.2791
20620,16.1194
20621,9.6318
20622,5.0392
20623,13.1021
20624,4.4940
20627,8.2147
20628,3.3795
20629,3.3852
20632,4.0469
20633,11.5620
20636,1.7595
20637,4.9275
20638,6.1333
20639,4.4716
20640,4.3719
20641,3.4105
20642,4.1673
20644,2.7460
20646,5.0068
20647,4.7995
20649,31.6256
20651,3.4972
20652,3.8146
20653,4.2819
20654,4.7341
20655,3.9198
20657,3.8217
20658,3.8090
20659,12.4147
20660,3.8665
20661,3.5732
20662,9.4453
20663,2.7081
20664,2.9852
20666,2.5949
20667,4.5805
20670,1.8702
20672,4.2820
20673,9.3036
20674,13.0306
20676,2.0088
20677,2.7573
20678,1.6154
20679,7.3534
20680,4.0751
20681,10.6361
20682,7.1808
20684,2.7337
20685,2.1914
20686,12.2785
20689,7.6820
20691,21.7380
20693,3.3773
20694,7.6173
20696,3.2326
20697,3.1987
20699,2.9151
20700,3.4361
20701,3.4917
20702,2.0586
20703,12.1570
20705,2.5265
20706,3.7122
20708,3.1567
20709,6.4284
20711,9.3560
20713,2.1647
20714,3.3598
20715,2.2462
20719,7.7951
20720,7.5705
20721,2.3073
20724,2.5207
20729,1.5617
20730,2.3966
20732,10.1078
20733,2.2214
20735,2.6941
20737,2.0967
20739,3.2141
20741,3.1173
20742,2.3165
20743,2.1272
20744,2.7751
20745,2.1894
20746,6.5054
20749,2.8095
20750,3.0304
20751,2.2066
20754,8.8794
20756,2.5402
20757,6.4940
20758,2.5531
20759,1.8884
20761,2.5668
20762,5.4482
20765,1.0006
20768,2.1618
20771,1.7519
20772,8.8961
20773,0.9165
20774,8.9416
20775,1.9898
20777,2.8051
20781,1.7287
20783,3.1842
20785,5.5805
20786,1.4911
20788,1.8140
20789,1.6754
20793,2.4041
20795,4.9683
20800,1.3351
20801,1.9155
20802,1.6933
20803,1.5790
20807,2.2711
20809,2.6983
20810,2.1016
20811,3.0583
20812,1.3994
20815,6.6600
20817,5.0672
20818,1.8937
20820,2.0750
20822,4.1798
20823,2.0646
20824,1.3661
20826,1.6886
20827,7.7771
20828,1.2815
20830,1.3579
20831,1.8914
20832,2.1578
20835,5.1672
20838,2.0934
20840,2.1786
20843,1.8688
20845,8.3185
20846,1.3703
20847,1.6451
20849,2.2690
20852,1.1161
20853,3.2819
20855,1.9699
20859,2.7256
20862,1.4944
20863,1.5875
20864,1.1815
20865,1.3842
20870,1.3789
20877,1.3625
20878,1.5497
20879,1.7775
20882,1.2312
20883,1.1891
20885,1.2971
20886,5.5301
20892,1.2642
20894,1.6206
20899,2.1824
20901,1.0742
20902,2.2505
20904,5.8454
20906,0.9546
20907,3.5080
20908,2.2329
20910,5.7160
20912,4.8734
20913,1.1522
20914,1.2492
20917,2.2528
20919,0.8747
20920,2.9918
20922,0.9800
20924,2.4476
20925,0.8096
20927,2.7948
20928,4.1752
20931,1.1703
20932,2.0870
20933,3.1714
20936,0.7502
20937,0.8642
20941,0.8659
20942,1.7909
20945,1.1078
20946,2.6629
20947,0.8419
20948,0.9162
20949,1.1121
20951,1.1004
20953,6.3421
20956,0.9051
20957,0.9697
20961,1.0299
20962,4.0901
20965,0.9812
20966,1.2735
20967,1.5399
20968,2.6104
20970,0.7236
20975,3.3026
20976,0.6869
20982,0.4587
20985,0.6773
20986,0.8271
20987,1.1355
20990,0.9047
20991,0.2821
20994,0.4762
20995,3.5628
20996,0.9032
20997,1.4223
21001,0.7228
21003,0.7614
21006,1.9743
21007,1.3997
21008,0.7059
21014,0.8974
21016,0.5226
21022,1.0123
21024,0.5716
21027,1.0279
21028,0.5057
21032,0.5284
21033,1.6841
21034,0.8073
21035,1.6029
21037,0.6348
21038,0.5407
21039,1.8374
21040,0.7724
21042,1.7208
21044,1.8325
21048,0.4703
21049,0.3088
21055,0.3488
21056,0.9194
21057,0.4406
21058,1.3877
21064,1.2866
21065,0.6619
21073,1.4987
21074,1.1719
21077,0.2888
21079,1.8030
21080,0.3544
21084,0.5033
21086,1.2204
21087,0.6721
21088,0.3442
21092,0.9611
21093,0.7958
21097,1.1805
21099,1.0839
21105,0.7620
21109,0.9251
21110,1.2432
21111,0.9254
21112,0.8997
21114,1.0063
21118,0.3585
21119,0.8567
21126,0.3944
21129,0.7674
21131,0.2513
21135,0.6605
21140,0.6803
21142,0.3017
21144,1.0493
21146,1.0142
21153,0.5183
21154,0.9657
21155,0.2735
21157,0.2296
21159,0.4429
21163,0.6164
21164,0.3162
21167,0.1576
21168,0.4503
21170,0.1320
21171,0.4154
21176,0.3237
21179,0.5565
21180,0.1101
21182,0.1501
21184,0.2092
21190,0.1251
21191,0.1399
21192,0.0485
21194,0.1273
21196,0.4234
21200,0.1081
21201,0.2360
21202,0.0635
21207,0.1577
21209,0.1054
21212,0.1159
21214,0.3703
21218,0.0436
21222,0.0444
21224,0.0807
21226,0.1238
21227,0.4103
21233,0.0546
21244,0.0390
21245,0.0517
21246,0.0429
21248,0.0425
21252,0.1735
21256,0.0430
21259,0.0367
21262,0.0459
21263,0.0409
21265,0.0467
21266,0.0490
21267,0.0870
21276,0.0468
